EffectiveDate,IncludedQuantity,MeterCategory,MeterId,MeterName,MeterRates_0,MeterRates_100,MeterRates_1000,MeterRates_1000000,MeterRates_1000000000,MeterRates_10235,MeterRates_1024,MeterRates_10240,MeterRates_10240.0,MeterRates_102400,MeterRates_1024000,MeterRates_1048576,MeterRates_1048576.0,MeterRates_1140,MeterRates_1500,MeterRates_153595,MeterRates_153600,MeterRates_153600.0,MeterRates_16500,MeterRates_1766500,MeterRates_1980000,MeterRates_20,MeterRates_20000,MeterRates_200000,MeterRates_20480,MeterRates_2487.5,MeterRates_25,MeterRates_250,MeterRates_25600,MeterRates_266500,MeterRates_2999900,MeterRates_499000,MeterRates_499900,MeterRates_5,MeterRates_5.0,MeterRates_500,MeterRates_51195,MeterRates_511995,MeterRates_5120,MeterRates_51200,MeterRates_51200.0,MeterRates_512000,MeterRates_512000.0,MeterRates_5120000,MeterRates_5242880,MeterRates_5242880.0,MeterRates_5999900,MeterRates_6500,MeterRates_66500,MeterRates_87.5,MeterRates_90,MeterRates_95,MeterRates_950000,MeterRates_99000,MeterRates_995,MeterRates_9950000,MeterRates_9980000,MeterRates_99900,MeterRates_9999900,MeterRegion,MeterSubCategory,MeterTags_0,Unit
2015-09-01T00:00:00Z,0,Business Analytics,f2a80d60-1f36-48ec-8273-9c157db056a5,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,D3 HDInsight,None,Hours
2015-11-01T00:00:00Z,0,Visual Studio,8330ee7e-073d-45b3-912a-6a6332a541fa,Professional,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,Subscriptions
2015-01-01T00:00:00Z,0,Virtual Machines,34c47e1d-7a41-409b-8e9c-5ff475f69b57,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP Southeast,BASIC.A4 VM (Windows),None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,99347b75-034c-442f-97c2-8e58559d0b17,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East 2,Standard_D4 VM,None,Hours
2015-06-01T00:00:00Z,0,Virtual Machines,e2909253-87cb-4fb6-8097-0f8a8c74821c,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP Southeast,Standard_G3 VM,None,Hours
2014-12-01T00:00:00Z,0,Virtual Machines,278c095f-cd23-48ae-9081-8cdf49767428,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US Central,A2 VM,None,Hours
2015-07-01T00:00:00Z,0,Data Services,9854f879-aaf7-4ee5-bfb2-773778935894,Premium P4 Secondary Geo Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,SQL Database,None,Days
2015-10-01T00:00:00Z,0,Virtual Machines,030ca10f-6965-4498-9708-2bf551da5d0a,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU West,Standard_D4 VM,None,Hours
2015-03-01T00:00:00Z,0,Networking,8f967c58-b144-4bd7-8882-8bf02767c839,Zones,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,DNS,None,DNS Zones
2014-12-01T00:00:00Z,0,Virtual Machines,38d1a005-1f82-458c-a63b-499a01fc8fb1,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US Central,A3 VM (Windows),None,Hours
2015-01-01T00:00:00Z,0,Virtual Machines,782591e9-abf5-4c5b-b764-aaf746e71e85,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU North,BASIC.A2 VM (Windows),None,Hours
2014-02-11T00:00:00Z,0,Virtual Machines,b2433c8a-f094-4e89-84b2-123d6ee29ca3,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East 2,BASIC.A1 VM (Windows),None,Hours
2014-10-01T00:00:00Z,0,Data Services,84c854ea-5a9a-4af1-965d-ed87d16eda92,Standard S1 Secondary Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,SQL Database,None,Days
2014-02-11T00:00:00Z,0,Virtual Machines,2f3a71ea-5bd1-4da8-aade-12a0f85146d8,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU West,BASIC.A0 VM,None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,b492a3c1-fa75-4eba-a34d-a9f4c9e7b1ba,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,Standard_D4 VM,None,Hours
2015-06-01T00:00:00Z,0,Storage,05212985-faad-4b6c-8ddb-c08cc8e37f79,Premium Storage - Page Blob/P10 (Units),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East,Locally Redundant,None,Units
2013-11-01T00:00:00Z,0,Virtual Machines,8be390a3-b121-4937-bc0c-67776102ae5d,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East,A0 VM,None,Hours
2015-06-01T00:00:00Z,0,Storage,f6eeff7c-d9e2-478e-b25d-670e485511cd,Premium Storage - Page Blob/P10 (Units),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US North Central,Locally Redundant,None,Units
0001-01-01T00:00:00,0,Networking,f6fbf83c-3a90-4104-9b9d-8712dd31bc81,Data Transfer In at 200 Mbps (GB),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Zone 2,ExpressRoute (IXP),None,GB
2013-11-01T00:00:00Z,0,Virtual Machines,e7d4f4ca-0abf-4f2f-9c32-0d608668db67,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East 2,A0 VM,None,Hours
2015-09-01T00:00:00Z,0,Business Analytics,88d46227-e484-469e-a06a-6a31a14dc022,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,A1 HDInsight (Non-Windows),None,Hours
2014-10-01T00:00:00Z,0,Virtual Machines,9f0edb03-a2ad-4d5a-a211-d2fccb638ded,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US West,Standard_G2 VM (Windows),None,Hours
2015-03-01T00:00:00Z,0,Virtual Machines,a07423fc-6af2-4af9-87e9-b1260b2a5abb,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Oracle Database Enterprise (32 core),Third Party,Hours
0001-01-01T00:00:00,0,Virtual Machines,fe82dacb-c546-4797-86e8-6fc3fb5f1f19,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,BYOS Red Hat Enterprise Linux (1 core),Third Party,Hours
2015-09-01T00:00:00Z,0,Business Analytics,4c58289c-1fd1-4651-a34b-30e165c57df4,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,D14 HDInsight,None,Hours
2014-10-01T00:00:00Z,0,Data Services,b2cffe2c-fa49-41e5-bdf8-59f74b3cb770,Premium P1 Secondary Active Geo Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,SQL Database,None,Days
2014-11-01T00:00:00Z,0,Data Services,df14d9be-1b23-4e6d-bf70-4a4f0071025d,Premium P6 Secondary Active Geo Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,SQL Database,None,Days
2015-09-01T00:00:00Z,0,Virtual Machines,722926b4-ea0c-40d3-837b-12d8a2d49930,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,Standard_D12 VM,None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,ac6020cc-3e03-45c6-8cc7-0c3cab0a9c62,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US Central,Standard_D12_v2 VM,None,Hours
2015-09-01T00:00:00Z,0,Virtual Machines,e75b5ce6-8220-4efd-bf7f-e099de2efca0,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East 2,Standard_D14 VM,None,Hours
2014-05-01T00:00:00Z,0,Virtual Machines,d0704cec-9302-4ffa-bdf5-2f296e19ef1f,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,A6 VM (Windows),None,Hours
2014-11-01T00:00:00Z,0,Data Services,6faa9139-4844-46cc-b961-d7b9a7750182,Premium P1 Secondary Active Geo Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,SQL Database,None,Days
2015-06-01T00:00:00Z,0,Storage,5f2f47e6-bcf4-462e-b22d-ea76ba528369,Premium Storage - Snapshots (GB),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP Southeast,Locally Redundant,None,GB
2015-09-01T00:00:00Z,0,Networking,54e8283a-8b9d-4811-89a7-d278869e234c,Metered Data - 5 Gbps,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Zone 1,ExpressRoute,None,Connections
2014-12-01T00:00:00Z,0,Virtual Machines,d0bfd1e0-05e8-4ef9-8648-9b91fd3a109f,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,A3 VM (Windows),None,Hours
2015-09-01T00:00:00Z,0,Business Analytics,37e24472-a65b-435b-91bd-7c9c02e9085d,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,D13 HDInsight (Non-Windows),None,Hours
2014-05-01T00:00:00Z,0,Virtual Machines,5467c7cb-951a-4218-8bb1-f656115176cb,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US Central,A5 VM,None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,6d11920c-3c98-4b9a-90ba-95822d443400,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,Standard_D1_v2 VM,None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,134280bc-d982-423a-9061-bc3c289c5d6d,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,Standard_D12_v2 VM,None,Hours
2015-02-01T00:00:00Z,0,Business Analytics,0df258fe-cce3-421a-9ff4-4e50143e7eb5,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,A5 HDInsight,None,Hours
2016-02-01T00:00:00Z,0,Cloud Services,b1f35ec2-0308-4b4f-9f19-96545df76cf7,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,Standard_D1_v2 Cloud Services,None,Hours
2014-10-01T00:00:00Z,0,Virtual Machines,d8373f2c-d743-4810-a7e8-ac46a79dcb41,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East 2,A10 VM,None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,6e9d5775-c707-403e-9027-1ddd34eeaeb6,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East,Standard_D4_v2 VM (Windows),None,Hours
2015-05-01T00:00:00Z,0,Networking,4140440b-610d-4d33-9530-9462155b920f,Application Gateway Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,Basic Application Gateway (Small),None,Hours
2014-01-01T00:00:00Z,10,Azure App Service,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,Free App Service,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,Apps
2015-10-01T00:00:00Z,0,Cloud Services,14494683-5d41-4dbf-a960-e10b204b10b2,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,Standard_D11 Cloud Services,None,Hours
2015-07-01T00:00:00Z,0,Data Services,33f52b64-9b91-4e51-a087-a41ab5818b6f,Premium P11 Secondary Geo Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,SQL Database,None,Days
2015-09-01T00:00:00Z,0,Business Analytics,f7c90308-4da6-4bd6-84da-0228b485bfe2,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,A10 HDInsight (Non-Windows),None,Hours
2014-08-01T00:00:00Z,3840,Networking,5ef864e6-bbfe-45a1-94c4-62feb041c8e5,Data Transfer Out at 1 Gbps (GB),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Zone 3,ExpressRoute (IXP),None,GB
2014-10-01T00:00:00Z,0,Cloud Services,25fa571c-3df5-41cb-a8e9-e019a5c23f65,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,A11 Cloud Services,None,Hours
2014-10-01T00:00:00Z,0,Virtual Machines,8bb48c82-7b3e-448d-b506-9db7c1278102,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US West,Standard_G1 VM (Windows),None,Hours
2015-02-01T00:00:00Z,0,Data Services,4faa1e00-12cb-43d9-bfe0-e84a2c5103b1,Standard S1 Search Hour,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,Search,None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,31717765-af35-4dd3-8cb5-42071cc1ba8e,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,Standard_D11_v2 VM (Windows),None,Hours
2015-02-01T00:00:00Z,0,Business Analytics,e68b650b-fc82-4294-be36-c37dbb05f706,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,A7 HDInsight,None,Hours
2014-12-01T00:00:00Z,0,Cloud Services,944f6253-f198-4f72-ba6f-d3b8ee4d4768,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP Southeast,A4 Cloud Services,None,Hours
2015-01-01T00:00:00Z,0,Virtual Machines,5facea72-fd89-4710-a261-10ab63daeb07,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,BASIC.A4 VM,None,Hours
2015-10-01T00:00:00Z,0,Cache,2e7e68c6-6ee8-4c78-bb27-551240cf729b,Premium P4 (Hours),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Azure Redis Cache,None,Hours
2014-10-01T00:00:00Z,0,Virtual Machines,0514ed09-5d53-4156-990c-a466d6da1805,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,A8 VM,None,Hours
2013-12-01T00:00:00Z,0,Virtual Machines,c7c85abb-10f6-4876-beba-3f4c1d35171c,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,A9 VM (Windows),None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,2168d000-4a4f-4479-8a88-3a832e658ec5,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East,Standard_D3 VM,None,Hours
2014-02-11T00:00:00Z,0,Linux Support,95f391bf-dd5a-47eb-8f08-d17ccb9ed370,Standard VM Support Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,XL OpenLogic,Third Party,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,5a5965bc-25bb-4614-a6c8-dd7b0acbe068,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,Standard_D4 VM (Windows),None,Hours
2014-08-01T00:00:00Z,0,Media,91ca2643-d874-4da6-a684-bbc95c756bc8,Standard Encoder (Output GB),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Media Services,None,GB
2014-02-11T00:00:00Z,0,Virtual Machines,8cd2172b-a05b-451f-ac39-0b485ef652db,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East 2,BASIC.A0 VM,None,Hours
2014-05-02T00:00:00Z,0,Storage,5e7a80e5-0273-44b8-a179-e4f62ea6ec9f,Standard IO - Page Blob/Disk (GB),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Read-Access Geo Redundant,None,GB
2014-05-01T00:00:00Z,0,Virtual Machines,72fb063c-631e-4256-8543-7fa0bde227d9,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,A5 VM (Windows),None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,3815994a-7305-4dc5-8304-7bcf289ff86c,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,Standard_D2_v2 VM (Windows),None,Hours
